id,amount,asset_name,asset_id,datetime,sender_name,recipient_name,sender_id,recipient_id,sender_nodo,recipient_nodo
1.11.562266838,150.0,MONEDAPAR,1.3.1236,2018-11-03 19:40:30-03:00,julietacasaredes,pammc,1.2.1115067,1.2.1115118,nodogualeguaychu,nodogualeguaychu
1.11.562266179,50.0,MONEDAPAR,1.3.1236,2018-11-03 19:40:06-03:00,rociomartino,julietacasaredes,1.2.1102341,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562264346,70.0,MONEDAPAR,1.3.1236,2018-11-03 19:38:51-03:00,julietacasaredes,marta01,1.2.1115067,1.2.1113920,nodogualeguaychu,nodogualeguaychu
1.11.562264194,12.0,MONEDAPAR,1.3.1236,2018-11-03 19:38:45-03:00,julietaduarte,chelitogchu,1.2.1115119,1.2.1115094,nodogualeguaychu,nodogualeguaychu
1.11.562263911,120.0,MONEDAPAR,1.3.1236,2018-11-03 19:38:33-03:00,gabriela86,pammc,1.2.1115124,1.2.1115118,nodogualeguaychu,nodogualeguaychu
1.11.562263047,25.0,MONEDAPAR,1.3.1236,2018-11-03 19:37:54-03:00,laut5288,julietacasaredes,1.2.1115077,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562259980,135.0,MONEDAPAR,1.3.1236,2018-11-03 19:35:45-03:00,clau1972,julietacasaredes,1.2.1115089,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562259926,60.0,MONEDAPAR,1.3.1236,2018-11-03 19:35:42-03:00,julietacasaredes,alejandracolliazo,1.2.1115067,1.2.1115137,nodogualeguaychu,nodogualeguaychu
1.11.562259482,50.0,MONEDAPAR,1.3.1236,2018-11-03 19:35:27-03:00,grisel75,rociomartino,1.2.1115108,1.2.1102341,nodogualeguaychu,nodogualeguaychu
1.11.562259023,100.0,MONEDAPAR,1.3.1236,2018-11-03 19:35:09-03:00,laut5288,julietacasaredes,1.2.1115077,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562258601,50.0,MONEDAPAR,1.3.1236,2018-11-03 19:34:51-03:00,pammc,marta01,1.2.1115118,1.2.1113920,nodogualeguaychu,nodogualeguaychu
1.11.562258360,30.0,MONEDAPAR,1.3.1236,2018-11-03 19:34:42-03:00,maguicorbetto,elizabeth16,1.2.1115100,1.2.1115120,nodogualeguaychu,nodogualeguaychu
1.11.562256372,15.0,MONEDAPAR,1.3.1236,2018-11-03 19:33:15-03:00,maguicorbetto,julietacasaredes,1.2.1115100,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562256069,150.0,MONEDAPAR,1.3.1236,2018-11-03 19:33:00-03:00,larsen,pammc,1.2.155894,1.2.1115118,nodolaplata,nodogualeguaychu
1.11.562252414,100.0,MONEDAPAR,1.3.1236,2018-11-03 19:30:39-03:00,pammc,julietacasaredes,1.2.1115118,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562251958,50.0,MONEDAPAR,1.3.1236,2018-11-03 19:30:27-03:00,martinchopiaggio,barberolucas,1.2.1115099,1.2.1114908,nodogualeguaychu,nodogualeguaychu
1.11.562250906,100.0,MONEDAPAR,1.3.1236,2018-11-03 19:29:51-03:00,pablofiore,julietacasaredes,1.2.1102206,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562250342,150.0,MONEDAPAR,1.3.1236,2018-11-03 19:29:30-03:00,rociojime,pammc,1.2.1115101,1.2.1115118,nodogualeguaychu,nodogualeguaychu
1.11.562249646,25.0,MONEDAPAR,1.3.1236,2018-11-03 19:29:06-03:00,laut5288,julietacasaredes,1.2.1115077,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562247688,60.0,MONEDAPAR,1.3.1236,2018-11-03 19:27:51-03:00,danielcavaignac,julietacasaredes,1.2.1062960,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562247221,45.0,MONEDAPAR,1.3.1236,2018-11-03 19:27:33-03:00,rociojime,julietacasaredes,1.2.1115101,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562246561,15.0,MONEDAPAR,1.3.1236,2018-11-03 19:27:06-03:00,marta01,julietacasaredes,1.2.1113920,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562243280,170.0,MONEDAPAR,1.3.1236,2018-11-03 19:25:12-03:00,danielcavaignac,pammc,1.2.1062960,1.2.1115118,nodogualeguaychu,nodogualeguaychu
1.11.562243195,200.0,MONEDAPAR,1.3.1236,2018-11-03 19:25:09-03:00,ramonermacora,julietacasaredes,1.2.1115111,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562243072,87.0,MONEDAPAR,1.3.1236,2018-11-03 19:25:03-03:00,maguicorbetto,maria1960,1.2.1115100,1.2.1115107,nodogualeguaychu,nodogualeguaychu
1.11.562241820,20.0,MONEDAPAR,1.3.1236,2018-11-03 19:24:18-03:00,alejandraocampp,sabores18,1.2.1051225,1.2.1078187,nodomardelplata,nodomardelplata
1.11.562241576,105.0,MONEDAPAR,1.3.1236,2018-11-03 19:24:12-03:00,marta01,alejandracolliazo,1.2.1113920,1.2.1115137,nodogualeguaychu,nodogualeguaychu
1.11.562240657,15.0,MONEDAPAR,1.3.1236,2018-11-03 19:23:33-03:00,agostina,chelitogchu,1.2.1115109,1.2.1115094,nodogualeguaychu,nodogualeguaychu
1.11.562239863,50.0,MONEDAPAR,1.3.1236,2018-11-03 19:23:06-03:00,grisel75,alejandracolliazo,1.2.1115108,1.2.1115137,nodogualeguaychu,nodogualeguaychu
1.11.562239122,20.0,MONEDAPAR,1.3.1236,2018-11-03 19:22:36-03:00,danielcavaignac,elizabeth16,1.2.1062960,1.2.1115120,nodogualeguaychu,nodogualeguaychu
1.11.562238774,150.0,MONEDAPAR,1.3.1236,2018-11-03 19:22:21-03:00,adrianavieytes,pammc,1.2.1115133,1.2.1115118,nodogualeguaychu,nodogualeguaychu
1.11.562234503,3.0,MONEDAPAR,1.3.1236,2018-11-03 19:19:54-03:00,dulcinea,chelitogchu,1.2.1102185,1.2.1115094,nodogualeguaychu,nodogualeguaychu
1.11.562234155,56.0,MONEDAPAR,1.3.1236,2018-11-03 19:19:39-03:00,pamela,maria1960,1.2.1115097,1.2.1115107,nodogualeguaychu,nodogualeguaychu
1.11.562233971,30.0,MONEDAPAR,1.3.1236,2018-11-03 19:19:30-03:00,debus,julietacasaredes,1.2.1115127,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562233345,50.0,MONEDAPAR,1.3.1236,2018-11-03 19:19:09-03:00,rociomartino,julietacasaredes,1.2.1102341,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562232463,60.0,MONEDAPAR,1.3.1236,2018-11-03 19:18:36-03:00,agostina,julietacasaredes,1.2.1115109,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562231484,40.0,MONEDAPAR,1.3.1236,2018-11-03 19:18:00-03:00,dulcinea,julietacasaredes,1.2.1102185,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562230252,45.0,MONEDAPAR,1.3.1236,2018-11-03 19:17:12-03:00,elizabeth16,maria1960,1.2.1115120,1.2.1115107,nodogualeguaychu,nodogualeguaychu
1.11.562230133,10.0,MONEDAPAR,1.3.1236,2018-11-03 19:17:09-03:00,silvinacomparada,chelitogchu,1.2.1115105,1.2.1115094,nodogualeguaychu,nodogualeguaychu
1.11.562229590,105.0,MONEDAPAR,1.3.1236,2018-11-03 19:16:48-03:00,marta01,julietacasaredes,1.2.1113920,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562229473,30.0,MONEDAPAR,1.3.1236,2018-11-03 19:16:45-03:00,pamela,julietacasaredes,1.2.1115097,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562229285,100.0,MONEDAPAR,1.3.1236,2018-11-03 19:16:36-03:00,bavi,julietacasaredes,1.2.1115134,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562229068,150.0,MONEDAPAR,1.3.1236,2018-11-03 19:16:24-03:00,gabriela86,clau1972,1.2.1115124,1.2.1115089,nodogualeguaychu,nodogualeguaychu
1.11.562228778,10.0,MONEDAPAR,1.3.1236,2018-11-03 19:16:15-03:00,seba,chelitogchu,1.2.294759,1.2.1115094,nodobuenosaires,nodogualeguaychu
1.11.562228503,150.0,MONEDAPAR,1.3.1236,2018-11-03 19:16:06-03:00,rosarey,pammc,1.2.1115095,1.2.1115118,nodogualeguaychu,nodogualeguaychu
1.11.562227877,50.0,MONEDAPAR,1.3.1236,2018-11-03 19:15:39-03:00,julietaduarte,alejandracolliazo,1.2.1115119,1.2.1115137,nodogualeguaychu,nodogualeguaychu
1.11.562227374,100.0,MONEDAPAR,1.3.1236,2018-11-03 19:15:15-03:00,bavi,julietacasaredes,1.2.1115134,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562225900,45.0,MONEDAPAR,1.3.1236,2018-11-03 19:14:12-03:00,paolab,julietacasaredes,1.2.1115106,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562225068,30.0,MONEDAPAR,1.3.1236,2018-11-03 19:13:36-03:00,julietaduarte,julietacasaredes,1.2.1115119,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562224511,104.0,MONEDAPAR,1.3.1236,2018-11-03 19:13:15-03:00,silvinacomparada,maria1960,1.2.1115105,1.2.1115107,nodogualeguaychu,nodogualeguaychu
1.11.562224176,15.0,MONEDAPAR,1.3.1236,2018-11-03 19:13:03-03:00,paolagalpon,julietacasaredes,1.2.1115128,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562223931,15.0,MONEDAPAR,1.3.1236,2018-11-03 19:12:51-03:00,maria1960,julietacasaredes,1.2.1115107,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562223802,60.0,MONEDAPAR,1.3.1236,2018-11-03 19:12:45-03:00,maguicorbetto,julietacasaredes,1.2.1115100,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562223626,36.0,MONEDAPAR,1.3.1236,2018-11-03 19:12:36-03:00,debus,alejandracolliazo,1.2.1115127,1.2.1115137,nodogualeguaychu,nodogualeguaychu
1.11.562223263,45.0,MONEDAPAR,1.3.1236,2018-11-03 19:12:21-03:00,yanimendoza2,maria1960,1.2.1115113,1.2.1115107,nodogualeguaychu,nodogualeguaychu
1.11.562222240,30.0,MONEDAPAR,1.3.1236,2018-11-03 19:11:42-03:00,pamela,rociomartino,1.2.1115097,1.2.1102341,nodogualeguaychu,nodogualeguaychu
1.11.562221732,100.0,MONEDAPAR,1.3.1236,2018-11-03 19:11:18-03:00,maria1960,julietacasaredes,1.2.1115107,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562221521,90.0,MONEDAPAR,1.3.1236,2018-11-03 19:11:12-03:00,raquel,julietacasaredes,1.2.1115103,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562219994,75.0,MONEDAPAR,1.3.1236,2018-11-03 19:10:12-03:00,elizabeth16,julietacasaredes,1.2.1115120,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562219847,25.0,MONEDAPAR,1.3.1236,2018-11-03 19:10:09-03:00,laut5288,chelitogchu,1.2.1115077,1.2.1115094,nodogualeguaychu,nodogualeguaychu
1.11.562219794,180.0,MONEDAPAR,1.3.1236,2018-11-03 19:10:06-03:00,dulcinea,marta01,1.2.1102185,1.2.1113920,nodogualeguaychu,nodogualeguaychu
1.11.562219254,150.0,MONEDAPAR,1.3.1236,2018-11-03 19:09:42-03:00,paolagalpon,pammc,1.2.1115128,1.2.1115118,nodogualeguaychu,nodogualeguaychu
1.11.562219174,10.0,MONEDAPAR,1.3.1236,2018-11-03 19:09:36-03:00,lucianasiches22,silvinacomparada,1.2.1102191,1.2.1115105,nodogualeguaychu,nodogualeguaychu
1.11.562216151,180.0,MONEDAPAR,1.3.1236,2018-11-03 19:07:33-03:00,rociomartino,marta01,1.2.1102341,1.2.1113920,nodogualeguaychu,nodogualeguaychu
1.11.562216110,60.0,MONEDAPAR,1.3.1236,2018-11-03 19:07:30-03:00,yanimendoza2,julietacasaredes,1.2.1115113,1.2.1115067,nodogualeguaychu,nodogualeguaychu
1.11.562215740,35.0,MONEDAPAR,1.3.1236,2018-11-03 19:07:12-03:00,maguicorbetto,maria1960,1.2.1115100,1.2.1115107,nodogualeguaychu,nodogualeguaychu
1.11.562215481,70.0,MONEDAPAR,1.3.1236,2018-11-03 19:07:03-03:00,barberolucas,maria1960,1.2.1114908,1.2.1115107,nodogualeguaychu,nodogualeguaychu
1.11.562213444,63.0,MONEDAPAR,1.3.1236,2018-11-03 19:05:45-03:00,julietaduarte,maria1960,1.2.1115119,1.2.1115107,nodogualeguaychu,nodogualeguaychu
1.11.562213045,122.0,MONEDAPAR,1.3.1236,2018-11-03 19:05:27-03:00,marta01,maria1960,1.2.1113920,1.2.1115107,nodogualeguaychu,nodogualeguaychu
1.11.562210850,10.0,MONEDAPAR,1.3.1236,2018-11-03 19:04:00-03:00,gabriela86,elizabeth16,1.2.1115124,1.2.1115120,nodogualeguaychu,nodogualeguaychu
1.11.562208266,63.0,MONEDAPAR,1.3.1236,2018-11-03 19:02:06-03:00,silvinacomparada,maria1960,1.2.1115105,1.2.1115107,nodogualeguaychu,nodogualeguaychu
